Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"Dec. 8, 2023","Dec. 7, 2023",Walk,124,2.005242624,1643,13.655812554680665,5.127666925157082,4.39371833472,11.7012183552,,2929,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7661911567
"Dec. 6, 2023","Dec. 6, 2023",Walk,184,2.8602066240000004,1800,10.488745724966197,7.565629225324107,5.72042934144,7.930589736959999,,3603,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7659648529
"Dec. 6, 2023","Dec. 6, 2023",Walk,234,3.67105850496,2387,10.837024278215223,5.560420891990773,5.53657788288,10.790554959359998,,4706,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7659565993
"Dec. 5, 2023","Dec. 5, 2023",Walk,106,1.7029112601600003,1206,11.8033186192635,8.37055346774835,5.08332223872,7.167985989119999,,2287,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7658537773
"Dec. 5, 2023","Dec. 5, 2023",Walk,517,8.431353216,6171,12.198510697526444,4.073566620933747,4.91862197376,14.72910253056,,11537,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7658077579
"Dec. 3, 2023","Dec. 3, 2023",Walk,248,4.015297186560001,2881,11.95841286884594,7.399971665473634,5.017387415039999,8.108116473599999,,5433,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7655357527
"Dec. 2, 2023","Dec. 2, 2023",Walk,103,1.63567286784,1098,11.188099001829316,4.249874483019168,5.36284919808,14.11806680064,,2133,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7653992491
"Nov. 29, 2023","Nov. 29, 2023",Walk,114,1.85349757824,1361,12.238092042471964,5.580509822635807,4.90272165504,10.751705395199998,,2541,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7650016588
"Nov. 25, 2023","Nov. 25, 2023",Walk,234,3.8293213939200004,2825,12.29544460351547,5.209663067684721,4.879852876799999,11.51706112128,,5263,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7644252100
"Nov. 23, 2023","Nov. 23, 2023",Walk,111,1.7616523161600002,1201,11.362455758371112,8.08012457249662,5.28056343936,7.42560977664,,2317,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7641820000
"Nov. 23, 2023","Nov. 23, 2023",Walk,115,1.86946227072,1344,11.982087111270182,6.052938340093852,5.007473856,9.91254515328,,2532,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7641338062
"Nov. 18, 2023","Nov. 18, 2023",Walk,110,1.72059795072,1110,10.752082836236378,7.547982283464567,5.5803198528,7.949113286399999,,2196,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7633930705
"Nov. 15, 2023","Nov. 15, 2023",Walk,121,1.9329830784000002,1330,11.46759176409767,6.218061520719001,5.23212218496,9.649272568319999,,2555,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7629049366
"Nov. 13, 2023","Nov. 13, 2023",Walk,114,1.81038325248,1225,11.277576453511493,6.112751531058617,5.320282049279999,9.8155499904,,2371,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7625565775
"Nov. 12, 2023","Nov. 12, 2023",Walk,134,2.1139538112,1389,10.951045891990773,6.191572466793923,5.47891508736,9.6905844288,,2725,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7624845442
"Nov. 12, 2023","Nov. 12, 2023",Walk,248,3.9075516057600006,2581,11.00858486439195,4.46514231885787,5.4502848576,13.437410849279999,,5052,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7624053550
"Nov. 9, 2023","Nov. 9, 2023",Walk,143,1.8076151808,2398,22.110251133381052,5.110448729420186,2.7136758528,11.7406472832,,3611,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7619917747
"Nov. 8, 2023","Nov. 8, 2023",Walk,617,9.99581261184,7184,11.978358884116759,4.633440706275352,5.0090349196799995,12.94932900096,,13538,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7617818809
"Nov. 7, 2023","Nov. 7, 2023",Walk,61,0.9960616258560001,794,13.285661735464885,8.309224131074524,4.51615722624,7.22090121984,,1432,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7615828468
"Nov. 6, 2023","Nov. 6, 2023",Walk,259,4.15215580032,2905,11.660589656406584,4.1548171180307,5.14552338432,14.441078234879997,,5540,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7613873179
"Nov. 3, 2023","Nov. 3, 2023",Walk,665,10.5575380416,7148,11.284225125268431,6.893678418038654,5.317159921919999,8.703589847039998,,13834,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7609637410
"Oct. 31, 2023","Oct. 31, 2023",Walk,55,0.8718605026560001,591,11.29770888013998,3.7698776644396723,5.31081910656,15.915639674879998,,1143,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7604448469
"Oct. 28, 2023","Oct. 28, 2023",Walk,132,1.9813921459200001,1948,16.38574475065617,6.811160323709536,3.66172430976,8.8090662528,,3238,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7599822496
"Oct. 27, 2023","Oct. 27, 2023",Walk,117,1.8881467545600001,1561,13.778968324982104,3.434088672154617,4.35446643456,17.471843136,,2773,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7598192383
"Oct. 22, 2023","Oct. 22, 2023",Walk,115,1.8238373683200002,1228,11.22177732044858,7.533877157400779,5.34675575808,7.963999718399999,,2383,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7589334043
"Oct. 21, 2023","Oct. 21, 2023",Walk,251,3.89530449792,2411,10.315880259285771,6.849063966436014,5.816281870079999,8.76031922304,,4865,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7587337750
"Oct. 20, 2023","Oct. 20, 2023",Walk,124,1.9560932582400001,1289,10.982735822794877,6.21112080450171,5.46311132928,9.66008736,,2526,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7586106850
"Oct. 20, 2023","Oct. 20, 2023",Walk,319,5.006379502080001,3260,10.852807106498052,5.5635277479519605,5.528515069439999,10.784536012799999,,6423,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7585895518
"Oct. 19, 2023","Oct. 19, 2023",Walk,117,1.8371305497600001,1212,10.99541179511652,6.2321666467827885,5.456818794239999,9.627449863679999,,2374,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7584389659
"Oct. 15, 2023","Oct. 15, 2023",Walk,259,4.02791444352,2504,10.361053944961425,3.7710147737214665,5.79091860864,15.91084382976,,5042,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7577520469
"Oct. 14, 2023","Oct. 14, 2023",Walk,96,1.53435661632,1336,14.51206205758371,4.74907788515072,4.13450129664,12.634026324479999,,2325,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7576028944
"Oct. 12, 2023","Oct. 12, 2023",Walk,220,3.49216382592,2367,11.296714686232402,6.834461743418436,5.31126972288,8.779068080639998,,4579,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7572692062
"Oct. 11, 2023","Oct. 11, 2023",Walk,126,2.04977317248,1493,12.139542571383123,8.455557046846417,4.9425368255999995,7.095935658239999,,2797,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7570499101
"Oct. 8, 2023","Oct. 8, 2023",Walk,134,2.1809829888000003,1724,13.174498429173626,5.179911815000397,4.55425039872,11.583205159679999,,3120,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7565127595
"Oct. 8, 2023","Oct. 8, 2023",Walk,174,2.80679249664,1982,11.769081066571223,8.208748409289747,5.09809601664,7.309270298879999,,3764,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7564800760
"Oct. 7, 2023","Oct. 7, 2023",Walk,251,3.9515832576000003,2604,10.982984371271773,4.469740465680426,5.463014768639999,13.423586584319999,,5102,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7563005383
"Oct. 6, 2023","Oct. 6, 2023",Walk,1134,18.4145968512,13314,12.050251531058617,5.528246291656725,4.9791494016,10.85335156224,,25025,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7561358860
"Oct. 5, 2023","Oct. 5, 2023",Walk,490,7.78446130176,5284,11.31311888570747,5.647344508072855,5.30356096512,10.62447065856,,10214,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7559892133
"Oct. 5, 2023","Oct. 5, 2023",Walk,126,2.03384066688,1737,14.23412272329595,4.21000730732522,4.21522599168,14.251755006719998,,3046,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7559330893
"Oct. 2, 2023","Oct. 2, 2023",Walk,240,3.82240121472,2597,11.323557921737056,5.616947029348604,5.2986846528,10.68195642624,,5018,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7553738422
"Oct. 1, 2023","Oct. 1, 2023",Walk,248,3.893405472,2530,10.830251332219836,6.44772031336992,5.5400379724799995,9.30559715712,,4989,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7551569776
"Sept. 30, 2023","Sept. 30, 2023",Walk,126,2.03266584576,1428,11.708808060924202,6.269759603913147,5.12436051072,9.56975488128,,2718,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7549544404
"Sept. 29, 2023","Sept. 29, 2023",Walk,284,4.47463615104,2942,10.958067386463055,6.211648970015111,5.47542281088,9.65926659456,,5770,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7548603850
"Sept. 29, 2023","Sept. 29, 2023",Walk,284,4.47463615104,2942,10.958067386463055,6.211648970015111,5.47542281088,9.65926659456,,5770,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7548603844
"Sept. 28, 2023","Sept. 28, 2023",Walk,1479,24.183451353600002,17838,12.293518352819534,4.085608794639306,4.88062536192,14.68569852288,,33238,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7546532590
"Sept. 27, 2023","Sept. 27, 2023",Walk,737,11.60581644288,7666,11.008833412868844,3.0938817306927544,5.450172203519999,19.3930780032,,15004,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7544243587
"Sept. 26, 2023","Sept. 26, 2023",Walk,1174,18.7702618752,12972,11.518171379145787,4.021570279567326,5.209156846079999,14.919536206079998,,24874,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7542286852
"Sept. 23, 2023","Sept. 23, 2023",Walk,247,3.88563234048,2536,10.877661954187545,4.1627830967151835,5.515881719039999,14.413429704959999,,4991,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7536646018
"Sept. 22, 2023","Sept. 22, 2023",Walk,1254,20.489685004800002,15823,12.870710053288793,4.71988586653941,4.661754577919999,12.712176069119998,,28912,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7535265679
"Sept. 21, 2023","Sept. 21, 2023",Walk,1340,21.321072115200003,14519,11.349469100453351,3.1954945617593253,5.28658238592,18.7763773824,,28026,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7532927614
"Sept. 20, 2023","Sept. 20, 2023",Walk,252,4.118085987840001,3218,13.023815915056073,2.721319991251094,4.60694032128,22.0481737344,,5851,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7530964519
"Sept. 20, 2023","Sept. 20, 2023",Walk,112,1.78061038848,1203,11.260178060128847,6.914432215859382,5.328505797119999,8.67747019392,,2330,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7530718681
"Sept. 15, 2023","Sept. 15, 2023",Walk,524,8.52744714624,6763,13.218118686868687,4.544242871629683,4.539235219199999,13.203508792320001,,12221,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7521292750
"Sept. 14, 2023","Sept. 14, 2023",Walk,1155,18.8533040256,14625,12.928746122643759,5.880029378429969,4.6408170124799994,10.204029538559999,,26672,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7519464082
"Sept. 9, 2023","Sept. 9, 2023",Walk,989,16.056119312640003,11604,12.04528056152072,5.298295454545455,4.9812093619199995,11.32440655104,,21814,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7509009781
"Sept. 6, 2023","Sept. 6, 2023",Walk,133,2.127955104,1471,11.521278235106974,5.061584098862642,5.20777281024,11.854009474559998,,2820,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7503877120
"Sept. 5, 2023","Sept. 5, 2023",Walk,136,2.16878416128,1499,11.519538395768711,2.4937862880776263,5.2085452953599995,24.0598537344,,2874,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7501735072
"Sept. 4, 2023","Sept. 4, 2023",Walk,312,4.925719180800001,3267,11.05419350990217,1.7695781635250138,5.42778622848,33.906464064,,6382,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7498992661
"Sept. 3, 2023","Sept. 3, 2023",Walk,158,2.5843650624000003,1972,12.717542054402289,6.984522886343753,4.717904590079999,8.5904368704,,3622,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7497149452
"Sept. 3, 2023","Sept. 3, 2023",Walk,260,4.24509541632,3293,12.928621848405312,5.20444976338185,4.64084919936,11.52860011776,,6006,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7496712853
"Sept. 2, 2023","Sept. 2, 2023",Walk,239,3.7831815014400005,2520,11.10179054322755,5.603326572814762,5.404547301119999,10.707931238399999,,4913,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7494800746
"Aug. 29, 2023","Aug. 29, 2023",Walk,62,0.970460181504,620,10.647878887298178,4.561709615843474,5.63492489472,13.152959297279999,,1232,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7487419456
"Aug. 29, 2023","Aug. 29, 2023",Walk,328,3.30267966336,6801,34.32056788356001,6.7804024496937885,1.7482303872,8.8490584512,,9159,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7487241706
"Aug. 26, 2023","Aug. 26, 2023",Walk,111,1.75463557632,1156,10.980436749383598,6.801964030064424,5.464270056959999,8.82102367872,,2265,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7481035159
"Aug. 23, 2023","Aug. 23, 2023",Walk,145,2.33583406848,1633,11.651828322596039,5.358835649805138,5.1494179968,11.19646370304,,3115,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7475547568
"Aug. 20, 2023","Aug. 20, 2023",Walk,111,1.8082911052800001,1306,12.03714059890241,5.014987473156765,4.98455679744,11.964136884479998,,2456,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7469049439
"Aug. 20, 2023","Aug. 20, 2023",Walk,250,3.9293260300800004,2583,10.956078998647897,6.133890579018531,5.47642060416,9.78172157952,,5067,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7468879213
"Aug. 19, 2023","Aug. 19, 2023",Walk,109,1.7212255948800002,1155,11.183873677722103,3.8313561301996337,5.364876971519999,15.660252875519998,,2244,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7467091024
"Aug. 17, 2023","Aug. 17, 2023",Walk,890,14.591390964480002,10991,12.554183567963095,3.5148482860097032,4.7792688768,17.0704727424,,20296,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7463402863
"Aug. 16, 2023","Aug. 16, 2023",Walk,741,12.124025210880001,9255,12.722637298178636,3.7432705499880696,4.715989470719999,16.028760464639998,,16994,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7461577207
"Aug. 15, 2023","Aug. 15, 2023",Walk,739,12.03906794112,9446,13.076881014873141,4.904141066173547,4.588255837439999,12.234554956799998,,17145,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7459212367
"Aug. 14, 2023","Aug. 14, 2023",Walk,597,9.73487357568,7124,12.196708721068957,5.979044877912988,4.919362272,10.03504841856,,13320,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7457567578
"Aug. 12, 2023","Aug. 12, 2023",Walk,30,0.49434702451199997,388,13.081230613218802,3.701731885787004,4.58672696064,16.2086690304,,704,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7453464022
"Aug. 11, 2023","Aug. 11, 2023",Walk,701,11.439796515840001,8379,12.20739630557544,5.970221406983218,4.9150653235199995,10.04988657024,,15660,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7451549536
"Aug. 10, 2023","Aug. 10, 2023",Walk,435,7.0058284876800005,4935,11.740187306132187,3.884632496222063,5.1106328064,15.445469825279998,,9383,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7450009792
"Aug. 9, 2023","Aug. 9, 2023",Walk,301,4.90486208256,3864,13.129821840451763,4.938875715819613,4.56974838144,12.148519426559998,,7002,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7447186036
"Aug. 8, 2023","Aug. 8, 2023",Walk,161,2.61886939776,1887,12.008992483894058,6.7610156684959835,4.99625672832,8.87437343232,,3552,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7445148400
"Aug. 7, 2023","Aug. 7, 2023",Walk,646,10.54149288192,8204,12.970937226596675,3.667245784617832,4.62572136576,16.361073907199998,,14942,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7443595126
"Aug. 6, 2023","Aug. 6, 2023",Walk,149,2.3218327756800003,1471,10.559209218165911,5.274304312813171,5.68225570176,11.37590555904,,2935,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7440994126
"Aug. 5, 2023","Aug. 5, 2023",Walk,313,5.00275847808,3451,11.496982621490496,3.9356470711047478,5.21874853632,15.24525133824,,6623,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7439229544
"Aug. 2, 2023","Aug. 2, 2023",Walk,200,3.18943012608,2197,11.480640559134653,1.3580875188896844,5.22619979904,44.179711488,,4219,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7434096031
"Aug. 1, 2023","Aug. 1, 2023",Walk,243,3.8921501836800005,2707,11.591679591187466,4.340849439274636,5.176117013759999,13.822188906240001,,5176,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7431860686
"July 31, 2023","July 31, 2023",Walk,224,3.64904267904,2864,13.08104420186113,4.361435466873459,4.586791334399999,13.756930007039998,,5198,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7428727501
"July 30, 2023","July 30, 2023",Walk,115,1.8683035430400003,1353,12.06976258649487,8.038182017020599,4.9711026816,7.46439496704,,2541,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7426779979
"July 28, 2023","July 28, 2023",Walk,49,0.7913466316800001,553,11.646795215938917,4.735084605901535,5.15162279808,12.67137919872,,1055,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7423803265
"July 26, 2023","July 26, 2023",Walk,125,2.01560679936,1413,11.683891076115485,3.931036496858347,5.13528795648,15.263147243519999,,2692,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7419203656
"July 22, 2023","July 22, 2023",Walk,241,3.7877359449600005,2480,10.912396603833612,4.530603773960073,5.49833986944,13.24325958912,,4874,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7411420783
"July 17, 2023","July 17, 2023",Walk,328,5.26889569536,3687,11.662764455579417,5.669906496062992,5.14455777792,10.582177098239999,,7031,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7401289987
"July 15, 2023","July 15, 2023",Walk,249,4.04584253568,3214,13.239928815716217,4.744548089159309,4.531735676159999,12.64609640448,,5804,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7397148145
"June 23, 2023","June 23, 2023",Walk,141,2.28328898688,1894,13.825074067446115,5.155342798059333,4.33993405824,11.63840565888,,3360,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7353452971
"June 17, 2023","June 17, 2023",Walk,127,2.0515595443200003,1725,14.01372236140937,4.705240147538376,4.28151487104,12.75173374464,,3044,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7341244369
"June 3, 2023","June 3, 2023",Walk,137,2.05530931584,2022,16.396494472281873,3.7148925276385905,3.6593102937599995,16.1512154496,,3360,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7312290418
"June 1, 2023","May 31, 2023",Walk,114,1.86738621696,1378,12.29880000795355,7.006767975025849,4.87853321472,8.563126302719999,,2567,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7308138622
"May 27, 2023","May 27, 2023",Walk,117,1.82174522112,1699,15.543662510936132,3.071711206553726,3.8600920512,19.533090931199997,,2880,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7297763998
"May 20, 2023","May 20, 2023",Walk,235,3.7888302988800002,3183,14.001729897399189,6.5591943052572965,4.2852002688,9.147479109119999,,5618,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7282947541
"May 18, 2023","May 18, 2023",Walk,132,2.13194627712,1503,11.749818559611867,5.386840849439275,5.10646460544,11.138253730559999,,2857,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7279978471
"May 6, 2023","May 6, 2023",Walk,254,4.034094324480001,2731,11.282982382883958,3.5794273940189294,5.317739285759999,16.7624443008,,5286,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7254322891
"April 29, 2023","April 29, 2023",Walk,236,3.8013831820800004,2670,11.70626043903603,5.858349737532809,5.12545486464,10.241784748799999,,5083,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7240428232
"April 22, 2023","April 22, 2023",Walk,196,3.2018864486400003,2508,13.054822337548714,7.468384633738964,4.59601287552,8.033877434879999,,4555,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7227081676
"April 21, 2023","April 21, 2023",Walk,118,1.8976579776,1330,11.681032768631193,7.3165836514753835,5.136527151359999,8.200541099519999,,2534,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7225441168
"April 21, 2023","April 21, 2023",Walk,125,1.8869558400000004,1842,16.269610474827008,4.471741280919431,3.6878600563199995,13.4175837312,,3070,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7225406767
"April 8, 2023","April 8, 2023",Walk,239,3.8504198937600003,3217,13.924928418038654,3.7638441501630475,4.30882543872,15.941147777279998,,5691,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7199043040
"March 25, 2023","March 25, 2023",Walk,143,2.3374112256,1710,12.192980493915531,7.460244671120655,4.92085896192,8.04266445312,,3198,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7173629446
"March 23, 2023","March 23, 2023",Walk,244,3.89535277824,2665,11.402472063151198,5.074521047085024,5.262007703039999,11.823769900799999,,5133,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7170672346
"March 23, 2023","March 22, 2023",Walk,315,5.05119973248,4414,14.564195100612423,2.7144538395768714,4.11969533184,22.103857036799997,,7671,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7170187141
"March 22, 2023","March 22, 2023",Walk,442,7.121137985280001,6013,14.073125447387257,4.465409508470532,4.26344193792,13.43662227072,,10592,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7168886278
"March 18, 2023","March 18, 2023",Walk,243,3.9287144793600004,2797,11.865642149844906,4.390130388530979,5.05662322176,13.66701595776,,5293,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7161152284
"March 16, 2023","March 16, 2023",Walk,118,1.8787159987200002,1289,11.43515618786288,2.2145420742861686,5.24699252352,27.093628108799997,,2480,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/7158306733
